4, 
0, 179, 44, 
 1.5572, 1.6835, 1.7594, 1.8560, 1.9398, 2.0196, 2.0937, 2.1633, 2.2289, 2.2910, 2.3505, 2.4067, 2.4585, 2.5059, 2.5506, 2.5946, 2.6423, 2.6958, 2.7500, 2.8020, 2.8517, 2.8984, 2.9420, 2.9832, 3.0245, 3.0688, 3.1165, 3.1623, 3.2054, 3.2499, 3.3038, 3.3724, 3.4364, 3.4906, 3.5418, 3.6024, 3.6722, 2.9933, 1.1878, 1.1593, 1.1594, 1.1594, 1.1594, 1.1594, 
 1.6060, 1.7302, 1.8059, 1.9013, 1.9844, 2.0633, 2.1367, 2.2056, 2.2705, 2.3320, 2.3910, 2.4467, 2.4982, 2.5453, 2.5894, 2.6327, 2.6795, 2.7321, 2.7854, 2.8367, 2.8862, 2.9335, 2.9777, 3.0196, 3.0611, 3.1045, 3.1512, 3.1962, 3.2376, 3.2796, 3.3293, 3.3954, 3.4611, 3.5163, 3.5673, 3.6311, 3.7171, 2.7166, 1.1614, 1.1593, 1.1594, 1.1594, 1.1594, 1.1594, 
 1.6555, 1.7775, 1.8531, 1.9473, 2.0295, 2.1076, 2.1802, 2.2483, 2.3125, 2.3734, 2.4318, 2.4872, 2.5383, 2.5849, 2.6286, 2.6712, 2.7170, 2.7683, 2.8202, 2.8712, 2.9206, 2.9680, 3.0129, 3.0555, 3.0972, 3.1406, 3.1866, 3.2310, 3.2711, 3.3104, 3.3559, 3.4183, 3.4854, 3.5408, 3.5902, 3.6525, 3.7565, 2.4290, 1.1592, 1.1595, 1.1594, 1.1594, 1.1594, 1.1594, 
 1.7057, 1.8256, 1.9009, 1.9938, 2.0752, 2.1524, 2.2241, 2.2915, 2.3549, 2.4153, 2.4731, 2.5279, 2.5786, 2.6248, 2.6679, 2.7098, 2.7544, 2.8041, 2.8560, 2.9063, 2.9552, 3.0024, 3.0474, 3.0903, 3.1324, 3.1758, 3.2219, 3.2666, 3.3059, 3.3428, 3.3839, 3.4412, 3.5094, 3.5657, 3.6126, 3.6680, 3.7804, 2.1784, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 1.7566, 1.8744, 1.9493, 2.0409, 2.1214, 2.1977, 2.2686, 2.3351, 2.3979, 2.4575, 2.5147, 2.5691, 2.6193, 2.6648, 2.7072, 2.7482, 2.7913, 2.8408, 2.8919, 2.9417, 2.9900, 3.0366, 3.0813, 3.1242, 3.1665, 3.2101, 3.2565, 3.3022, 3.3417, 3.3769, 3.4139, 3.4647, 3.5328, 3.5915, 3.6353, 3.6846, 3.7906, 1.9524, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 1.8083, 1.9238, 1.9983, 2.0886, 2.1681, 2.2434, 2.3135, 2.3793, 2.4414, 2.5003, 2.5568, 2.6106, 2.6600, 2.7047, 2.7462, 2.7860, 2.8291, 2.8777, 2.9284, 2.9775, 3.0251, 3.0710, 3.1151, 3.1576, 3.1996, 3.2430, 3.2897, 3.3369, 3.3778, 3.4125, 3.4465, 3.4901, 3.5551, 3.6175, 3.6591, 3.7106, 3.7823, 1.7536, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 1.8606, 1.9739, 2.0478, 2.1368, 2.2153, 2.2897, 2.3589, 2.4240, 2.4854, 2.5435, 2.5993, 2.6521, 2.7005, 2.7443, 2.7850, 2.8250, 2.8669, 2.9148, 2.9649, 3.0135, 3.0604, 3.1056, 3.1490, 3.1907, 3.2320, 3.2748, 3.3212, 3.3697, 3.4130, 3.4487, 3.4812, 3.5188, 3.5771, 3.6425, 3.6848, 3.7364, 3.7070, 1.5856, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 1.9135, 2.0246, 2.0979, 2.1855, 2.2630, 2.3364, 2.4048, 2.4692, 2.5298, 2.5871, 2.6418, 2.6933, 2.7407, 2.7843, 2.8249, 2.8638, 2.9051, 2.9520, 3.0016, 3.0497, 3.0960, 3.1405, 3.1831, 3.2240, 3.2642, 3.3058, 3.3513, 3.4004, 3.4461, 3.4838, 3.5168, 3.5511, 3.6014, 3.6662, 3.7104, 3.7480, 3.6187, 1.4506, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 1.9671, 2.0759, 2.1486, 2.2347, 2.3112, 2.3837, 2.4514, 2.5150, 2.5745, 2.6306, 2.6840, 2.7346, 2.7819, 2.8249, 2.8646, 2.9029, 2.9432, 2.9890, 3.0380, 3.0857, 3.1315, 3.1756, 3.2176, 3.2576, 3.2967, 3.3368, 3.3806, 3.4291, 3.4767, 3.5167, 3.5511, 3.5847, 3.6292, 3.6922, 3.7361, 3.7785, 3.4884, 1.3336, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.0213, 2.1278, 2.1997, 2.2844, 2.3599, 2.4316, 2.4984, 2.5609, 2.6191, 2.6739, 2.7264, 2.7769, 2.8234, 2.8658, 2.9048, 2.9421, 2.9813, 3.0260, 3.0743, 3.1216, 3.1670, 3.2106, 3.2522, 3.2915, 3.3296, 3.3681, 3.4098, 3.4568, 3.5051, 3.5471, 3.5829, 3.6170, 3.6580, 3.7196, 3.7670, 3.8116, 3.3215, 1.2424, 1.1593, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.0761, 2.1803, 2.2513, 2.3347, 2.4093, 2.4800, 2.5457, 2.6065, 2.6634, 2.7177, 2.7699, 2.8194, 2.8653, 2.9069, 2.9451, 2.9815, 3.0195, 3.0629, 3.1104, 3.1572, 3.2022, 3.2455, 3.2867, 3.3256, 3.3628, 3.3999, 3.4395, 3.4842, 3.5323, 3.5755, 3.6122, 3.6465, 3.6857, 3.7444, 3.8001, 3.8534, 3.1046, 1.1843, 1.1593, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.1313, 2.2333, 2.3034, 2.3856, 2.4592, 2.5286, 2.5925, 2.6521, 2.7088, 2.7622, 2.8134, 2.8623, 2.9074, 2.9483, 2.9857, 3.0211, 3.0579, 3.0998, 3.1463, 3.1925, 3.2370, 3.2799, 3.3209, 3.3596, 3.3963, 3.4323, 3.4699, 3.5121, 3.5589, 3.6028, 3.6397, 3.6735, 3.7102, 3.7646, 3.8303, 3.8995, 2.8369, 1.1610, 1.1593, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.1871, 2.2869, 2.3562, 2.4371, 2.5093, 2.5768, 2.6393, 2.6987, 2.7543, 2.8070, 2.8573, 2.9054, 2.9498, 2.9900, 3.0265, 3.0610, 3.0965, 3.1369, 3.1822, 3.2277, 3.2715, 3.3139, 3.3545, 3.3930, 3.4294, 3.4647, 3.5009, 3.5408, 3.5858, 3.6298, 3.6669, 3.6997, 3.7335, 3.7810, 3.8530, 3.9419, 2.5583, 1.1593, 1.1595, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.2433, 2.3410, 2.4097, 2.4889, 2.5591, 2.6251, 2.6874, 2.7455, 2.8003, 2.8520, 2.9014, 2.9486, 2.9923, 3.0318, 3.0675, 3.1011, 3.1354, 3.1741, 3.2182, 3.2628, 3.3059, 3.3475, 3.3877, 3.4258, 3.4619, 3.4968, 3.5319, 3.5700, 3.6130, 3.6570, 3.6942, 3.7257, 3.7569, 3.7978, 3.8667, 3.9726, 2.3148, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.3002, 2.3958, 2.4635, 2.5403, 2.6089, 2.6746, 2.7354, 2.7927, 2.8464, 2.8971, 2.9456, 2.9919, 3.0349, 3.0737, 3.1087, 3.1414, 3.1745, 3.2117, 3.2543, 3.2980, 3.3402, 3.3811, 3.4204, 3.4580, 3.4936, 3.5279, 3.5623, 3.5989, 3.6403, 3.6843, 3.7223, 3.7525, 3.7805, 3.8134, 3.8759, 3.9919, 2.0949, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.3577, 2.4509, 2.5170, 2.5919, 2.6600, 2.7241, 2.7840, 2.8400, 2.8927, 2.9424, 2.9898, 3.0353, 3.0777, 3.1158, 3.1501, 3.1819, 3.2139, 3.2494, 3.2906, 3.3333, 3.3747, 3.4146, 3.4532, 3.4899, 3.5248, 3.5583, 3.5916, 3.6268, 3.6664, 3.7104, 3.7504, 3.7808, 3.8066, 3.8322, 3.8865, 3.9967, 1.9005, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.4156, 2.5061, 2.5704, 2.6449, 2.7112, 2.7741, 2.8326, 2.8875, 2.9390, 2.9877, 3.0342, 3.0788, 3.1205, 3.1580, 3.1915, 3.2224, 3.2534, 3.2873, 3.3270, 3.3688, 3.4094, 3.4485, 3.4861, 3.5220, 3.5560, 3.5885, 3.6204, 3.6537, 3.6910, 3.7339, 3.7760, 3.8086, 3.8343, 3.8554, 3.9000, 3.9815, 1.7289, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.4735, 2.5615, 2.6255, 2.6974, 2.7626, 2.8241, 2.8814, 2.9351, 2.9856, 3.0332, 3.0786, 3.1223, 3.1632, 3.2001, 3.2330, 3.2631, 3.2931, 3.3254, 3.3635, 3.4044, 3.4442, 3.4825, 3.5194, 3.5545, 3.5876, 3.6190, 3.6495, 3.6807, 3.7151, 3.7553, 3.7979, 3.8328, 3.8609, 3.8843, 3.9266, 3.9059, 1.5844, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.5315, 2.6176, 2.6800, 2.7507, 2.8144, 2.8744, 2.9304, 2.9829, 3.0322, 3.0787, 3.1231, 3.1658, 3.2059, 3.2422, 3.2745, 3.3039, 3.3329, 3.3636, 3.3999, 3.4399, 3.4791, 3.5167, 3.5528, 3.5873, 3.6198, 3.6503, 3.6795, 3.7087, 3.7402, 3.7767, 3.8187, 3.8544, 3.8820, 3.9047, 3.9276, 3.8217, 1.4686, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.5902, 2.6737, 2.7352, 2.8039, 2.8661, 2.9248, 2.9795, 3.0308, 3.0789, 3.1243, 3.1676, 3.2093, 3.2487, 3.2845, 3.3156, 3.3442, 3.3727, 3.4021, 3.4363, 3.4753, 3.5137, 3.5507, 3.5863, 3.6202, 3.6522, 3.6820, 3.7103, 3.7381, 3.7671, 3.8005, 3.8397, 3.8775, 3.9062, 3.9248, 3.9344, 3.7056, 1.3653, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.6488, 2.7303, 2.7905, 2.8574, 2.9181, 2.9753, 3.0287, 3.0788, 3.1257, 3.1700, 3.2122, 3.2527, 3.2915, 3.3265, 3.3570, 3.3849, 3.4114, 3.4408, 3.4725, 3.5105, 3.5482, 3.5846, 3.6195, 3.6530, 3.6846, 3.7141, 3.7417, 3.7685, 3.7957, 3.8259, 3.8618, 3.8993, 3.9304, 3.9467, 3.9643, 3.5664, 1.2783, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.7079, 2.7869, 2.8458, 2.9108, 2.9701, 3.0259, 3.0780, 3.1268, 3.1726, 3.2158, 3.2569, 3.2964, 3.3346, 3.3677, 3.3986, 3.4255, 3.4502, 3.4792, 3.5089, 3.5452, 3.5823, 3.6181, 3.6525, 3.6854, 3.7167, 3.7459, 3.7732, 3.7993, 3.8253, 3.8532, 3.8858, 3.9228, 3.9589, 3.9741, 3.9928, 3.3977, 1.2124, 1.1593, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.7668, 2.8437, 2.9013, 2.9644, 3.0222, 3.0766, 3.1273, 3.1749, 3.2195, 3.2616, 3.3016, 3.3400, 3.3768, 3.4097, 3.4397, 3.4658, 3.4898, 3.5166, 3.5457, 3.5795, 3.6161, 3.6511, 3.6849, 3.7173, 3.7482, 3.7772, 3.8043, 3.8300, 3.8553, 3.8819, 3.9124, 3.9485, 3.9859, 4.0057, 4.0329, 3.1888, 1.1727, 1.1593, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.8257, 2.9005, 2.9569, 3.0181, 3.0744, 3.1273, 3.1768, 3.2233, 3.2669, 3.3075, 3.3464, 3.3836, 3.4189, 3.4517, 3.4809, 3.5063, 3.5295, 3.5527, 3.5828, 3.6136, 3.6494, 3.6836, 3.7167, 3.7485, 3.7790, 3.8076, 3.8342, 3.8593, 3.8840, 3.9094, 3.9378, 3.9716, 4.0103, 4.0365, 4.0763, 2.9227, 1.1593, 1.1595, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.8843, 2.9573, 3.0127, 3.0718, 3.1269, 3.1785, 3.2268, 3.2712, 3.3137, 3.3535, 3.3911, 3.4271, 3.4615, 3.4934, 3.5220, 3.5467, 3.5688, 3.5899, 3.6190, 3.6475, 3.6822, 3.7156, 3.7479, 3.7788, 3.8084, 3.8368, 3.8636, 3.8887, 3.9128, 3.9368, 3.9627, 3.9934, 4.0306, 4.0621, 4.1155, 2.6582, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 2.9427, 3.0137, 3.0690, 3.1259, 3.1800, 3.2292, 3.2761, 3.3198, 3.3608, 3.3993, 3.4357, 3.4705, 3.5039, 3.5349, 3.5627, 3.5867, 3.6078, 3.6278, 3.6543, 3.6817, 3.7143, 3.7469, 3.7783, 3.8090, 3.8384, 3.8660, 3.8917, 3.9159, 3.9391, 3.9621, 3.9864, 4.0143, 4.0492, 4.0840, 4.1513, 2.4253, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.0015, 3.0696, 3.1258, 3.1809, 3.2320, 3.2808, 3.3260, 3.3683, 3.4079, 3.4451, 3.4803, 3.5138, 3.5461, 3.5762, 3.6033, 3.6267, 3.6469, 3.6658, 3.6883, 3.7163, 3.7459, 3.7784, 3.8090, 3.8383, 3.8665, 3.8936, 3.9188, 3.9424, 3.9648, 3.9866, 4.0089, 4.0336, 4.0644, 4.0990, 4.1789, 2.2150, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.0614, 3.1256, 3.1827, 3.2354, 3.2854, 3.3322, 3.3758, 3.4167, 3.4549, 3.4908, 3.5247, 3.5570, 3.5881, 3.6173, 3.6437, 3.6664, 3.6859, 3.7037, 3.7224, 3.7506, 3.7775, 3.8088, 3.8383, 3.8669, 3.8945, 3.9208, 3.9453, 3.9679, 3.9893, 4.0098, 4.0301, 4.0517, 4.0776, 4.1088, 4.1860, 2.0267, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.1226, 3.1833, 3.2369, 3.2903, 3.3381, 3.3835, 3.4255, 3.4649, 3.5017, 3.5363, 3.5689, 3.6000, 3.6299, 3.6581, 3.6837, 3.7059, 3.7245, 3.7412, 3.7580, 3.7839, 3.8086, 3.8387, 3.8676, 3.8952, 3.9218, 3.9472, 3.9711, 3.9929, 4.0132, 4.0324, 4.0508, 4.0694, 4.0900, 4.1162, 4.1852, 1.8636, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.1828, 3.2411, 3.2923, 3.3444, 3.3906, 3.4344, 3.4749, 3.5129, 3.5484, 3.5817, 3.6130, 3.6428, 3.6714, 3.6986, 3.7235, 3.7450, 3.7630, 3.7786, 3.7939, 3.8159, 3.8403, 3.8681, 3.8963, 3.9230, 3.9486, 3.9733, 3.9964, 4.0176, 4.0370, 4.0551, 4.0724, 4.0893, 4.1058, 4.1249, 4.1551, 1.7255, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.2424, 3.2988, 3.3480, 3.3982, 3.4429, 3.4850, 3.5241, 3.5606, 3.5948, 3.6268, 3.6569, 3.6853, 3.7127, 3.7389, 3.7629, 3.7838, 3.8013, 3.8160, 3.8298, 3.8472, 3.8726, 3.8971, 3.9247, 3.9504, 3.9750, 3.9988, 4.0213, 4.0419, 4.0604, 4.0775, 4.0935, 4.1091, 4.1233, 4.1507, 4.1008, 1.6076, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.3018, 3.3562, 3.4036, 3.4518, 3.4949, 3.5355, 3.5731, 3.6082, 3.6410, 3.6717, 3.7005, 3.7277, 3.7537, 3.7787, 3.8019, 3.8222, 3.8391, 3.8529, 3.8660, 3.8800, 3.9038, 3.9258, 3.9524, 3.9773, 4.0010, 4.0238, 4.0456, 4.0657, 4.0837, 4.1001, 4.1153, 4.1300, 4.1440, 4.1601, 4.0351, 1.5087, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.3609, 3.4133, 3.4589, 3.5052, 3.5467, 3.5857, 3.6218, 3.6555, 3.6870, 3.7164, 3.7439, 3.7698, 3.7946, 3.8183, 3.8405, 3.8601, 3.8764, 3.8900, 3.9014, 3.9136, 3.9337, 3.9548, 3.9795, 4.0038, 4.0265, 4.0483, 4.0694, 4.0890, 4.1066, 4.1222, 4.1366, 4.1504, 4.1636, 4.1744, 3.9532, 1.4192, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.4196, 3.4700, 3.5140, 3.5583, 3.5983, 3.6357, 3.6703, 3.7026, 3.7326, 3.7607, 3.7870, 3.8116, 3.8350, 3.8574, 3.8790, 3.8985, 3.9147, 3.9270, 3.9373, 3.9476, 3.9625, 3.9845, 4.0060, 4.0297, 4.0515, 4.0723, 4.0924, 4.1115, 4.1287, 4.1439, 4.1574, 4.1703, 4.1823, 4.1902, 3.8565, 1.3396, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.4780, 3.5262, 3.5687, 3.6112, 3.6495, 3.6854, 3.7185, 3.7493, 3.7780, 3.8048, 3.8297, 3.8531, 3.8754, 3.8972, 3.9174, 3.9356, 3.9508, 3.9629, 3.9724, 3.9813, 3.9927, 4.0132, 4.0320, 4.0549, 4.0759, 4.0958, 4.1148, 4.1332, 4.1500, 4.1648, 4.1774, 4.1893, 4.1996, 4.2066, 3.7449, 1.2707, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.5359, 3.5819, 3.6231, 3.6638, 3.7005, 3.7347, 3.7663, 3.7957, 3.8230, 3.8484, 3.8720, 3.8947, 3.9158, 3.9356, 3.9546, 3.9721, 3.9871, 3.9988, 4.0075, 4.0149, 4.0237, 4.0407, 4.0582, 4.0793, 4.0998, 4.1187, 4.1366, 4.1541, 4.1704, 4.1847, 4.1966, 4.2073, 4.2156, 4.2223, 3.6154, 1.2156, 1.1593, 1.1595, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.5933, 3.6371, 3.6771, 3.7160, 3.7511, 3.7837, 3.8139, 3.8418, 3.8676, 3.8919, 3.9150, 3.9357, 3.9552, 3.9738, 3.9917, 4.0083, 4.0227, 4.0340, 4.0422, 4.0485, 4.0552, 4.0669, 4.0851, 4.1029, 4.1229, 4.1410, 4.1578, 4.1741, 4.1898, 4.2038, 4.2150, 4.2246, 4.2306, 4.2358, 3.4691, 1.1788, 1.1592, 1.1595, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.6502, 3.6918, 3.7307, 3.7678, 3.8013, 3.8323, 3.8609, 3.8872, 3.9126, 3.9357, 3.9565, 3.9760, 3.9944, 4.0117, 4.0283, 4.0439, 4.0577, 4.0687, 4.0764, 4.0818, 4.0867, 4.0946, 4.1111, 4.1260, 4.1452, 4.1626, 4.1784, 4.1936, 4.2083, 4.2219, 4.2329, 4.2420, 4.2466, 4.2516, 3.3141, 1.1618, 1.1592, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.7066, 3.7459, 3.7839, 3.8192, 3.8510, 3.8804, 3.9080, 3.9338, 3.9567, 3.9779, 3.9977, 4.0161, 4.0332, 4.0493, 4.0645, 4.0790, 4.0920, 4.1027, 4.1101, 4.1148, 4.1182, 4.1232, 4.1356, 4.1495, 4.1665, 4.1835, 4.1985, 4.2124, 4.2260, 4.2390, 4.2499, 4.2591, 4.2632, 4.2706, 3.1451, 1.1593, 1.1595, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 3.7623, 3.7995, 3.8365, 3.8699, 3.9001, 3.9291, 3.9548, 3.9781, 3.9998, 4.0200, 4.0386, 4.0557, 4.0716, 4.0864, 4.1004, 4.1136, 4.1258, 4.1360, 4.1432, 4.1475, 4.1497, 4.1524, 4.1597, 4.1736, 4.1869, 4.2035, 4.2178, 4.2306, 4.2429, 4.2550, 4.2657, 4.2751, 4.2791, 4.2906, 2.9769, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
