2, 
0, 80, 100, 
-0.5000,-0.5082,-0.5165,-0.5250,-0.5336,-0.5423,-0.5512,-0.5603,-0.5694,-0.5788,-0.5883,-0.5979,-0.6077,-0.6177,-0.6278,-0.6381,-0.6485,-0.6592,-0.6700,-0.6810,-0.6921,-0.7035,-0.7150,-0.7267,-0.7386,-0.7507,-0.7630,-0.7755,-0.7882,-0.8012,-0.8143,-0.8276,-0.8412,-0.8550,-0.8690,-0.8832,-0.8977,-0.9124,-0.9274,-0.9426,-0.9580,-0.9737,-0.9897,-1.0059,-1.0224,-1.0392,-1.0562,-1.0735,-1.0911,-1.1090,-1.1272,-1.1456,-1.1644,-1.1835,-1.2029,-1.2226,-1.2426,-1.2630,-1.2837,-1.3048,-1.3261,-1.3479,-1.3700,-1.3924,-1.4152,-1.4384,-1.4620,-1.4860,-1.5103,-1.5351,-1.5602,-1.5858,-1.6118,-1.6382,-1.6651,-1.6924,-1.7201,-1.7483,-1.7769,-1.8061,-1.8357,-1.8658,-1.8963,-1.9274,-1.9590,-1.9911,-2.0237,-2.0569,-2.0906,-2.1249,-2.1597,-2.1951,-2.2311,-2.2677,-2.3048,-2.3426,-2.3810,-2.4200,-2.4597,-2.5000,
-0.4999,-0.5081,-0.5164,-0.5249,-0.5335,-0.5422,-0.5511,-0.5602,-0.5693,-0.5787,-0.5881,-0.5978,-0.6076,-0.6175,-0.6277,-0.6380,-0.6484,-0.6590,-0.6698,-0.6808,-0.6920,-0.7033,-0.7148,-0.7266,-0.7385,-0.7506,-0.7629,-0.7754,-0.7881,-0.8010,-0.8141,-0.8275,-0.8410,-0.8548,-0.8688,-0.8831,-0.8975,-0.9123,-0.9272,-0.9424,-0.9578,-0.9735,-0.9895,-1.0057,-1.0222,-1.0390,-1.0560,-1.0733,-1.0909,-1.1088,-1.1269,-1.1454,-1.1642,-1.1833,-1.2027,-1.2224,-1.2424,-1.2628,-1.2835,-1.3045,-1.3259,-1.3476,-1.3697,-1.3921,-1.4150,-1.4381,-1.4617,-1.4857,-1.5100,-1.5348,-1.5599,-1.5855,-1.6115,-1.6379,-1.6647,-1.6920,-1.7198,-1.7479,-1.7766,-1.8057,-1.8353,-1.8654,-1.8960,-1.9270,-1.9586,-1.9907,-2.0233,-2.0565,-2.0902,-2.1245,-2.1593,-2.1947,-2.2307,-2.2672,-2.3044,-2.3421,-2.3805,-2.4195,-2.4592,-2.4995,
-0.4996,-0.5078,-0.5161,-0.5246,-0.5332,-0.5419,-0.5508,-0.5598,-0.5690,-0.5783,-0.5878,-0.5974,-0.6072,-0.6172,-0.6273,-0.6376,-0.6480,-0.6586,-0.6694,-0.6804,-0.6916,-0.7029,-0.7144,-0.7261,-0.7380,-0.7501,-0.7624,-0.7749,-0.7876,-0.8005,-0.8136,-0.8270,-0.8405,-0.8543,-0.8683,-0.8825,-0.8970,-0.9117,-0.9267,-0.9418,-0.9573,-0.9730,-0.9889,-1.0051,-1.0216,-1.0383,-1.0554,-1.0727,-1.0902,-1.1081,-1.1263,-1.1447,-1.1635,-1.1826,-1.2019,-1.2216,-1.2417,-1.2620,-1.2827,-1.3037,-1.3251,-1.3468,-1.3689,-1.3913,-1.4141,-1.4373,-1.4609,-1.4848,-1.5091,-1.5339,-1.5590,-1.5846,-1.6105,-1.6369,-1.6638,-1.6910,-1.7187,-1.7469,-1.7755,-1.8046,-1.8342,-1.8643,-1.8948,-1.9259,-1.9575,-1.9895,-2.0221,-2.0553,-2.0890,-2.1232,-2.1580,-2.1934,-2.2293,-2.2659,-2.3030,-2.3408,-2.3791,-2.4181,-2.4577,-2.4980,
-0.4991,-0.5073,-0.5156,-0.5241,-0.5326,-0.5414,-0.5502,-0.5593,-0.5684,-0.5777,-0.5872,-0.5968,-0.6066,-0.6166,-0.6267,-0.6369,-0.6474,-0.6580,-0.6688,-0.6797,-0.6909,-0.7022,-0.7137,-0.7254,-0.7373,-0.7494,-0.7617,-0.7741,-0.7868,-0.7997,-0.8128,-0.8262,-0.8397,-0.8535,-0.8675,-0.8817,-0.8961,-0.9108,-0.9257,-0.9409,-0.9563,-0.9720,-0.9879,-1.0041,-1.0206,-1.0373,-1.0543,-1.0716,-1.0892,-1.1070,-1.1252,-1.1436,-1.1623,-1.1814,-1.2008,-1.2204,-1.2404,-1.2608,-1.2814,-1.3024,-1.3238,-1.3455,-1.3675,-1.3899,-1.4127,-1.4359,-1.4594,-1.4833,-1.5076,-1.5323,-1.5575,-1.5830,-1.6089,-1.6353,-1.6621,-1.6893,-1.7170,-1.7452,-1.7738,-1.8029,-1.8324,-1.8624,-1.8930,-1.9240,-1.9555,-1.9876,-2.0201,-2.0533,-2.0869,-2.1211,-2.1559,-2.1912,-2.2271,-2.2636,-2.3007,-2.3384,-2.3768,-2.4157,-2.4553,-2.4956,
-0.4984,-0.5066,-0.5149,-0.5233,-0.5319,-0.5406,-0.5495,-0.5585,-0.5676,-0.5769,-0.5864,-0.5960,-0.6058,-0.6157,-0.6258,-0.6361,-0.6465,-0.6571,-0.6679,-0.6788,-0.6899,-0.7012,-0.7127,-0.7244,-0.7363,-0.7483,-0.7606,-0.7731,-0.7857,-0.7986,-0.8117,-0.8250,-0.8385,-0.8523,-0.8663,-0.8805,-0.8949,-0.9095,-0.9245,-0.9396,-0.9550,-0.9707,-0.9866,-1.0027,-1.0192,-1.0359,-1.0529,-1.0701,-1.0877,-1.1055,-1.1236,-1.1420,-1.1607,-1.1798,-1.1991,-1.2187,-1.2387,-1.2590,-1.2797,-1.3006,-1.3219,-1.3436,-1.3656,-1.3880,-1.4108,-1.4339,-1.4574,-1.4813,-1.5056,-1.5302,-1.5553,-1.5808,-1.6067,-1.6330,-1.6598,-1.6870,-1.7147,-1.7428,-1.7713,-1.8004,-1.8299,-1.8599,-1.8903,-1.9213,-1.9528,-1.9848,-2.0173,-2.0504,-2.0840,-2.1182,-2.1529,-2.1882,-2.2240,-2.2605,-2.2975,-2.3352,-2.3735,-2.4124,-2.4519,-2.4921,
-0.4975,-0.5057,-0.5140,-0.5224,-0.5310,-0.5397,-0.5485,-0.5575,-0.5666,-0.5759,-0.5854,-0.5950,-0.6047,-0.6146,-0.6247,-0.6349,-0.6453,-0.6559,-0.6667,-0.6776,-0.6887,-0.7000,-0.7115,-0.7231,-0.7350,-0.7470,-0.7593,-0.7717,-0.7843,-0.7972,-0.8103,-0.8235,-0.8370,-0.8508,-0.8647,-0.8789,-0.8933,-0.9079,-0.9228,-0.9379,-0.9533,-0.9689,-0.9848,-1.0010,-1.0174,-1.0340,-1.0510,-1.0682,-1.0857,-1.1035,-1.1216,-1.1400,-1.1587,-1.1777,-1.1970,-1.2166,-1.2365,-1.2568,-1.2774,-1.2983,-1.3196,-1.3412,-1.3632,-1.3855,-1.4082,-1.4313,-1.4548,-1.4786,-1.5029,-1.5275,-1.5525,-1.5780,-1.6038,-1.6301,-1.6568,-1.6840,-1.7116,-1.7397,-1.7682,-1.7971,-1.8266,-1.8565,-1.8870,-1.9179,-1.9493,-1.9813,-2.0138,-2.0468,-2.0803,-2.1144,-2.1491,-2.1843,-2.2201,-2.2565,-2.2934,-2.3310,-2.3692,-2.4081,-2.4475,-2.4877,
-0.4964,-0.5046,-0.5129,-0.5213,-0.5298,-0.5385,-0.5473,-0.5563,-0.5654,-0.5747,-0.5841,-0.5937,-0.6034,-0.6133,-0.6233,-0.6335,-0.6439,-0.6545,-0.6652,-0.6761,-0.6872,-0.6985,-0.7099,-0.7215,-0.7334,-0.7454,-0.7576,-0.7700,-0.7826,-0.7955,-0.8085,-0.8218,-0.8352,-0.8489,-0.8628,-0.8770,-0.8913,-0.9059,-0.9208,-0.9359,-0.9512,-0.9668,-0.9827,-0.9988,-1.0151,-1.0318,-1.0487,-1.0659,-1.0833,-1.1011,-1.1191,-1.1375,-1.1561,-1.1751,-1.1943,-1.2139,-1.2338,-1.2540,-1.2746,-1.2955,-1.3167,-1.3383,-1.3602,-1.3825,-1.4052,-1.4282,-1.4516,-1.4754,-1.4996,-1.5242,-1.5491,-1.5745,-1.6003,-1.6266,-1.6532,-1.6803,-1.7079,-1.7359,-1.7643,-1.7932,-1.8226,-1.8525,-1.8829,-1.9137,-1.9451,-1.9770,-2.0094,-2.0423,-2.0758,-2.1098,-2.1444,-2.1795,-2.2152,-2.2515,-2.2884,-2.3260,-2.3641,-2.4028,-2.4422,-2.4822,
-0.4952,-0.5033,-0.5115,-0.5199,-0.5284,-0.5371,-0.5459,-0.5548,-0.5639,-0.5732,-0.5826,-0.5921,-0.6018,-0.6117,-0.6217,-0.6319,-0.6423,-0.6528,-0.6635,-0.6744,-0.6854,-0.6967,-0.7081,-0.7197,-0.7315,-0.7435,-0.7556,-0.7680,-0.7806,-0.7934,-0.8064,-0.8196,-0.8331,-0.8467,-0.8606,-0.8747,-0.8890,-0.9036,-0.9184,-0.9335,-0.9488,-0.9643,-0.9801,-0.9962,-1.0125,-1.0291,-1.0460,-1.0631,-1.0805,-1.0983,-1.1163,-1.1346,-1.1531,-1.1720,-1.1913,-1.2108,-1.2306,-1.2508,-1.2713,-1.2921,-1.3133,-1.3348,-1.3567,-1.3790,-1.4016,-1.4245,-1.4479,-1.4716,-1.4957,-1.5202,-1.5452,-1.5705,-1.5962,-1.6224,-1.6490,-1.6760,-1.7035,-1.7314,-1.7598,-1.7886,-1.8179,-1.8477,-1.8780,-1.9088,-1.9401,-1.9719,-2.0042,-2.0370,-2.0704,-2.1043,-2.1388,-2.1739,-2.2095,-2.2457,-2.2825,-2.3199,-2.3580,-2.3966,-2.4359,-2.4758,
-0.4937,-0.5018,-0.5100,-0.5184,-0.5269,-0.5355,-0.5443,-0.5532,-0.5623,-0.5715,-0.5808,-0.5904,-0.6000,-0.6099,-0.6199,-0.6300,-0.6403,-0.6508,-0.6615,-0.6724,-0.6834,-0.6946,-0.7060,-0.7175,-0.7293,-0.7412,-0.7534,-0.7657,-0.7783,-0.7910,-0.8040,-0.8172,-0.8306,-0.8442,-0.8580,-0.8721,-0.8864,-0.9009,-0.9157,-0.9307,-0.9459,-0.9614,-0.9772,-0.9932,-1.0095,-1.0260,-1.0429,-1.0600,-1.0773,-1.0950,-1.1129,-1.1312,-1.1497,-1.1686,-1.1877,-1.2072,-1.2270,-1.2471,-1.2675,-1.2883,-1.3094,-1.3309,-1.3527,-1.3748,-1.3974,-1.4203,-1.4436,-1.4672,-1.4913,-1.5157,-1.5405,-1.5658,-1.5915,-1.6175,-1.6440,-1.6710,-1.6984,-1.7262,-1.7545,-1.7833,-1.8125,-1.8422,-1.8724,-1.9031,-1.9343,-1.9660,-1.9982,-2.0309,-2.0642,-2.0981,-2.1325,-2.1674,-2.2029,-2.2390,-2.2757,-2.3130,-2.3509,-2.3895,-2.4286,-2.4684,
-0.4920,-0.5001,-0.5083,-0.5166,-0.5251,-0.5337,-0.5424,-0.5513,-0.5604,-0.5695,-0.5789,-0.5884,-0.5980,-0.6078,-0.6178,-0.6279,-0.6382,-0.6486,-0.6593,-0.6701,-0.6811,-0.6922,-0.7036,-0.7151,-0.7268,-0.7387,-0.7508,-0.7631,-0.7757,-0.7884,-0.8013,-0.8144,-0.8278,-0.8413,-0.8551,-0.8691,-0.8834,-0.8979,-0.9126,-0.9275,-0.9427,-0.9582,-0.9739,-0.9899,-1.0061,-1.0226,-1.0393,-1.0564,-1.0737,-1.0913,-1.1092,-1.1273,-1.1458,-1.1646,-1.1837,-1.2031,-1.2228,-1.2428,-1.2632,-1.2839,-1.3050,-1.3263,-1.3481,-1.3702,-1.3926,-1.4155,-1.4387,-1.4622,-1.4862,-1.5106,-1.5353,-1.5605,-1.5861,-1.6121,-1.6385,-1.6653,-1.6926,-1.7204,-1.7486,-1.7772,-1.8064,-1.8360,-1.8661,-1.8966,-1.9277,-1.9593,-1.9914,-2.0241,-2.0572,-2.0910,-2.1252,-2.1601,-2.1955,-2.2314,-2.2680,-2.3052,-2.3430,-2.3814,-2.4204,-2.4601,
