 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 529999.9999, 530000.0002, 530000.0001, 529999.9999, 529999.9999, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 530000.0005, 529999.9994, 529999.9995, 530000.0004, 530000.0003, 530000.0001, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 529999.9985, 530000.0018, 530000.0014, 529999.9988, 529999.9989, 529999.9999, 530000.0001, 530000.0001, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 530000.0039, 529999.9951, 529999.9962, 530000.0034, 530000.0028, 529999.9999, 529999.9995, 529999.9999, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
 529999.9896, 530000.0137, 530000.0101, 529999.9910, 529999.9934, 530000.0008, 530000.0014, 530000.0001, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 530000.0000, 
