2, 
0, 50, 75, 
-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,-2.0000000000e-01,
-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,-1.8000000000e-01,
-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,-1.6000000000e-01,
-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,-1.4000000000e-01,
-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,-1.2000000000e-01,
-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,-1.0000000000e-01,
-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,-8.0000000000e-02,
-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,-6.0000000000e-02,
-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,-4.0000000000e-02,
-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,-2.0000000000e-02,
