2, 
0, 80, 80, 
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,
6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,6.2500000000e-03,
1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,1.2500000000e-02,
1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,1.8750000000e-02,
2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,2.5000000000e-02,
3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,3.1250000000e-02,
3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,3.7500000000e-02,
4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,4.3750000000e-02,
5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,5.0000000000e-02,
5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,5.6250000000e-02,
