2, 
0, 90, 45, 
-5.0000000000e-01,-5.0793904155e-01,-5.1600413987e-01,-5.2419729648e-01,-5.3252054472e-01,-5.4097595018e-01,-5.4956561128e-01,-5.5829165973e-01,-5.6715626110e-01,-5.7616161535e-01,-5.8530995736e-01,-5.9460355750e-01,-6.0404472220e-01,-6.1363579450e-01,-6.2337915464e-01,-6.3327722067e-01,-6.4333244900e-01,-6.5354733509e-01,-6.6392441399e-01,-6.7446626102e-01,-6.8517549236e-01,-6.9605476577e-01,-7.0710678119e-01,-7.1833428142e-01,-7.2974005284e-01,-7.4132692605e-01,-7.5309777659e-01,-7.6505552567e-01,-7.7720314089e-01,-7.8954363695e-01,-8.0208007643e-01,-8.1481557054e-01,-8.2775327988e-01,-8.4089641525e-01,-8.5424823842e-01,-8.6781206294e-01,-8.8159125500e-01,-8.9558923421e-01,-9.0980947450e-01,-9.2425550494e-01,-9.3893091066e-01,-9.5383933369e-01,-9.6898447390e-01,-9.8437008991e-01,-1.0000000000e+00,
-4.9992212672e-01,-5.0786083066e-01,-5.1592560028e-01,-5.2411843749e-01,-5.3244137597e-01,-5.4089648173e-01,-5.4948585356e-01,-5.5821162359e-01,-5.6707595782e-01,-5.7608105662e-01,-5.8522915532e-01,-5.9452252473e-01,-6.0396347175e-01,-6.1355433989e-01,-6.2329750987e-01,-6.3319540023e-01,-6.4325046792e-01,-6.5346520888e-01,-6.6384215872e-01,-6.7438389329e-01,-6.8509302935e-01,-6.9597222521e-01,-7.0702418142e-01,-7.1825164137e-01,-7.2965739206e-01,-7.4124426470e-01,-7.5301513551e-01,-7.6497292635e-01,-7.7712060549e-01,-7.8946118832e-01,-8.0199773815e-01,-8.1473336689e-01,-8.2767123591e-01,-8.4081455675e-01,-8.5416659196e-01,-8.6773065590e-01,-8.8151011556e-01,-8.9550839141e-01,-9.0972895821e-01,-9.2417534593e-01,-9.3885114056e-01,-9.5375998507e-01,-9.6890558025e-01,-9.8429168569e-01,-9.9992212065e-01,
-4.9968853113e-01,-5.0762622111e-01,-5.1569000347e-01,-5.2388188124e-01,-5.3220388925e-01,-5.4065809465e-01,-5.4924659742e-01,-5.5797153094e-01,-5.6683506242e-01,-5.7583939354e-01,-5.8498676094e-01,-5.9427943680e-01,-6.0371972937e-01,-6.1330998359e-01,-6.2305258163e-01,-6.3294994354e-01,-6.4300452776e-01,-6.5321883182e-01,-6.6359539292e-01,-6.7413678855e-01,-6.8484563715e-01,-6.9572459876e-01,-7.0677637568e-01,-7.1800371311e-01,-7.2940939990e-01,-7.4099626916e-01,-7.5276719903e-01,-7.6472511336e-01,-7.7687298246e-01,-7.8921382381e-01,-8.0175070282e-01,-8.1448673360e-01,-8.2742507975e-01,-8.4056895509e-01,-8.5392162450e-01,-8.6748640475e-01,-8.8126666527e-01,-8.9526582903e-01,-9.0948737336e-01,-9.2393483084e-01,-9.3861179016e-01,-9.5352189702e-01,-9.6866885504e-01,-9.8405642666e-01,-9.9968843409e-01,
-4.9929928600e-01,-5.0723528221e-01,-5.1529741526e-01,-5.2348769001e-01,-5.3180814317e-01,-5.4026084384e-01,-5.4884789398e-01,-5.5757142900e-01,-5.6643361821e-01,-5.7543666543e-01,-5.8458280948e-01,-5.9387432479e-01,-6.0331352192e-01,-6.1290274818e-01,-6.2264438816e-01,-6.3254086436e-01,-6.4259463780e-01,-6.5280820861e-01,-6.6318411663e-01,-6.7372494211e-01,-6.8443330628e-01,-6.9531187205e-01,-7.0636334466e-01,-7.1759047232e-01,-7.2899604694e-01,-7.4058290482e-01,-7.5235392731e-01,-7.6431204157e-01,-7.7646022130e-01,-7.8880148744e-01,-8.0133890896e-01,-8.1407560360e-01,-8.2701473868e-01,-8.4015953182e-01,-8.5351325181e-01,-8.6707921940e-01,-8.8086080810e-01,-8.9486144505e-01,-9.0908461186e-01,-9.2353384549e-01,-9.3821273909e-01,-9.5312494295e-01,-9.6827416536e-01,-9.8366417356e-01,-9.9929879466e-01,
-4.9875451258e-01,-5.0668812950e-01,-5.1474794533e-01,-5.2293596750e-01,-5.3125423538e-01,-5.3970482075e-01,-5.4828982839e-01,-5.5701139651e-01,-5.6587169738e-01,-5.7487293779e-01,-5.8401735965e-01,-5.9330724052e-01,-6.0274489420e-01,-6.1233267129e-01,-6.2207295979e-01,-6.3196818567e-01,-6.4202081349e-01,-6.5223334703e-01,-6.6260832989e-01,-6.7314834612e-01,-6.8385602088e-01,-6.9473402111e-01,-7.0578505613e-01,-7.1701187838e-01,-7.2841728410e-01,-7.4000411398e-01,-7.5177525392e-01,-7.6373363569e-01,-7.7588223774e-01,-7.8822408588e-01,-8.0076225403e-01,-8.1349986503e-01,-8.2644009139e-01,-8.3958615610e-01,-8.5294133337e-01,-8.6650894955e-01,-8.8029238387e-01,-8.9429506931e-01,-9.0852049347e-01,-9.2297219942e-01,-9.3765378660e-01,-9.5256891169e-01,-9.6772128956e-01,-9.8311469413e-01,-9.9875295940e-01,
-4.9805438055e-01,-5.0598492465e-01,-5.1404174719e-01,-5.2222685890e-01,-5.3054230255e-01,-5.3899015341e-01,-5.4757251982e-01,-5.5629154365e-01,-5.6514940093e-01,-5.7414830230e-01,-5.8329049362e-01,-5.9257825649e-01,-6.0201390886e-01,-6.1159980558e-01,-6.2133833900e-01,-6.3123193956e-01,-6.4128307640e-01,-6.5149425799e-01,-6.6186803271e-01,-6.7240698956e-01,-6.8311375872e-01,-6.9399101229e-01,-7.0504146490e-01,-7.1626787440e-01,-7.2767304257e-01,-7.3925981578e-01,-7.5103108575e-01,-7.6298979022e-01,-7.7513891372e-01,-7.8748148830e-01,-8.0002059430e-01,-8.1275936110e-01,-8.2570096789e-01,-8.3884864452e-01,-8.5220567225e-01,-8.6577538457e-01,-8.7956116809e-01,-8.9356646330e-01,-9.0779476552e-01,-9.2224962567e-01,-9.3693465127e-01,-9.5185350725e-01,-9.6700991689e-01,-9.8240766279e-01,-9.9805058773e-01,
-4.9719910800e-01,-5.0512587546e-01,-5.1317901813e-01,-5.2136055080e-01,-5.2967252035e-01,-5.3811700634e-01,-5.4669612144e-01,-5.5541201203e-01,-5.6426685869e-01,-5.7326287679e-01,-5.8240231699e-01,-5.9168746586e-01,-6.0112064640e-01,-6.1070421866e-01,-6.2044058032e-01,-6.3033216725e-01,-6.4038145421e-01,-6.5059095538e-01,-6.6096322502e-01,-6.7150085814e-01,-6.8220649108e-01,-6.9308280226e-01,-7.0413251276e-01,-7.1535838706e-01,-7.2676323372e-01,-7.3834990606e-01,-7.5012130290e-01,-7.6208036927e-01,-7.7423009717e-01,-7.8657352627e-01,-7.9911374473e-01,-8.1185388993e-01,-8.2479714927e-01,-8.3794676096e-01,-8.5130601485e-01,-8.6487825323e-01,-8.7866687168e-01,-8.9267531992e-01,-9.0690710265e-01,-9.2136578046e-01,-9.3605497070e-01,-9.5097834841e-01,-9.6613964718e-01,-9.8154266017e-01,-9.9719124097e-01,
-4.9618896136e-01,-5.0411123579e-01,-5.1215999919e-01,-5.2033727112e-01,-5.2864510337e-01,-5.3708558051e-01,-5.4566082038e-01,-5.5437297462e-01,-5.6322422925e-01,-5.7221680517e-01,-5.8135295877e-01,-5.9063498243e-01,-6.0006520516e-01,-6.0964599312e-01,-6.1937975030e-01,-6.2926891902e-01,-6.3931598064e-01,-6.4952345610e-01,-6.5989390661e-01,-6.7042993427e-01,-6.8113418273e-01,-6.9200933784e-01,-7.0305812834e-01,-7.1428332653e-01,-7.2568774899e-01,-7.3727425725e-01,-7.4904575853e-01,-7.6100520649e-01,-7.7315560192e-01,-7.8549999353e-01,-7.9804147873e-01,-8.1078320435e-01,-8.2372836748e-01,-8.3688021625e-01,-8.5024205066e-01,-8.6381722339e-01,-8.7760914065e-01,-8.9162126304e-01,-9.0585710640e-01,-9.2032024273e-01,-9.3501430103e-01,-9.4994296826e-01,-9.6510999025e-01,-9.8051917262e-01,-9.9617438178e-01,
-4.9502425526e-01,-5.0294130543e-01,-5.1098497502e-01,-5.1915728909e-01,-5.2746030508e-01,-5.3589611334e-01,-5.4446683764e-01,-5.5317463575e-01,-5.6202169990e-01,-5.7101025743e-01,-5.8014257127e-01,-5.8942094056e-01,-5.9884770119e-01,-6.0842522642e-01,-6.1815592748e-01,-6.2804225414e-01,-6.3808669537e-01,-6.4829177992e-01,-6.5866007702e-01,-6.6919419696e-01,-6.7989679178e-01,-6.9077055596e-01,-7.0181822704e-01,-7.1304258637e-01,-7.2444645976e-01,-7.3603271823e-01,-7.4780427871e-01,-7.5976410478e-01,-7.7191520742e-01,-7.8426064578e-01,-7.9680352790e-01,-8.0954701156e-01,-8.2249430503e-01,-8.3564866790e-01,-8.4901341187e-01,-8.6259190163e-01,-8.7638755566e-01,-8.9040384714e-01,-9.0464430477e-01,-9.1911251369e-01,-9.3381211641e-01,-9.4874681365e-01,-9.6392036534e-01,-9.7933659154e-01,-9.9499937342e-01,
-4.9370535251e-01,-5.0161643010e-01,-5.0965427388e-01,-5.1782091515e-01,-5.2611841774e-01,-5.3454887854e-01,-5.4311442808e-01,-5.5181723100e-01,-5.6065948663e-01,-5.6964342954e-01,-5.7877133011e-01,-5.8804549511e-01,-5.9746826826e-01,-6.0704203084e-01,-6.1676920228e-01,-6.2665224080e-01,-6.3669364399e-01,-6.4689594946e-01,-6.5726173550e-01,-6.6779362170e-01,-6.7849426962e-01,-6.8936638350e-01,-7.0041271087e-01,-7.1163604332e-01,-7.2303921715e-01,-7.3462511412e-01,-7.4639666217e-01,-7.5835683614e-01,-7.7050865857e-01,-7.8285520039e-01,-7.9539958177e-01,-8.0814497288e-01,-8.2109459466e-01,-8.3425171968e-01,-8.4761967296e-01,-8.6120183278e-01,-8.7500163156e-01,-8.8902255672e-01,-9.0326815157e-01,-9.1774201619e-01,-9.3244780834e-01,-9.4738924442e-01,-9.6257010033e-01,-9.7799421253e-01,-9.9366547893e-01,
