2, 
0, 500, 10, 
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,
1.0020040080e-01,1.0020040080e-01,1.0020040080e-01,1.0020040080e-01,1.0020040080e-01,1.0020040080e-01,1.0020040080e-01,1.0020040080e-01,1.0020040080e-01,1.0020040080e-01,
2.0040080160e-01,2.0040080160e-01,2.0040080160e-01,2.0040080160e-01,2.0040080160e-01,2.0040080160e-01,2.0040080160e-01,2.0040080160e-01,2.0040080160e-01,2.0040080160e-01,
3.0060120240e-01,3.0060120240e-01,3.0060120240e-01,3.0060120240e-01,3.0060120240e-01,3.0060120240e-01,3.0060120240e-01,3.0060120240e-01,3.0060120240e-01,3.0060120240e-01,
4.0080160321e-01,4.0080160321e-01,4.0080160321e-01,4.0080160321e-01,4.0080160321e-01,4.0080160321e-01,4.0080160321e-01,4.0080160321e-01,4.0080160321e-01,4.0080160321e-01,
5.0100200401e-01,5.0100200401e-01,5.0100200401e-01,5.0100200401e-01,5.0100200401e-01,5.0100200401e-01,5.0100200401e-01,5.0100200401e-01,5.0100200401e-01,5.0100200401e-01,
6.0120240481e-01,6.0120240481e-01,6.0120240481e-01,6.0120240481e-01,6.0120240481e-01,6.0120240481e-01,6.0120240481e-01,6.0120240481e-01,6.0120240481e-01,6.0120240481e-01,
7.0140280561e-01,7.0140280561e-01,7.0140280561e-01,7.0140280561e-01,7.0140280561e-01,7.0140280561e-01,7.0140280561e-01,7.0140280561e-01,7.0140280561e-01,7.0140280561e-01,
8.0160320641e-01,8.0160320641e-01,8.0160320641e-01,8.0160320641e-01,8.0160320641e-01,8.0160320641e-01,8.0160320641e-01,8.0160320641e-01,8.0160320641e-01,8.0160320641e-01,
9.0180360721e-01,9.0180360721e-01,9.0180360721e-01,9.0180360721e-01,9.0180360721e-01,9.0180360721e-01,9.0180360721e-01,9.0180360721e-01,9.0180360721e-01,9.0180360721e-01,
1.0020040080e+00,1.0020040080e+00,1.0020040080e+00,1.0020040080e+00,1.0020040080e+00,1.0020040080e+00,1.0020040080e+00,1.0020040080e+00,1.0020040080e+00,1.0020040080e+00,
1.1022044088e+00,1.1022044088e+00,1.1022044088e+00,1.1022044088e+00,1.1022044088e+00,1.1022044088e+00,1.1022044088e+00,1.1022044088e+00,1.1022044088e+00,1.1022044088e+00,
1.2024048096e+00,1.2024048096e+00,1.2024048096e+00,1.2024048096e+00,1.2024048096e+00,1.2024048096e+00,1.2024048096e+00,1.2024048096e+00,1.2024048096e+00,1.2024048096e+00,
1.3026052104e+00,1.3026052104e+00,1.3026052104e+00,1.3026052104e+00,1.3026052104e+00,1.3026052104e+00,1.3026052104e+00,1.3026052104e+00,1.3026052104e+00,1.3026052104e+00,
1.4028056112e+00,1.4028056112e+00,1.4028056112e+00,1.4028056112e+00,1.4028056112e+00,1.4028056112e+00,1.4028056112e+00,1.4028056112e+00,1.4028056112e+00,1.4028056112e+00,
1.5030060120e+00,1.5030060120e+00,1.5030060120e+00,1.5030060120e+00,1.5030060120e+00,1.5030060120e+00,1.5030060120e+00,1.5030060120e+00,1.5030060120e+00,1.5030060120e+00,
1.6032064128e+00,1.6032064128e+00,1.6032064128e+00,1.6032064128e+00,1.6032064128e+00,1.6032064128e+00,1.6032064128e+00,1.6032064128e+00,1.6032064128e+00,1.6032064128e+00,
1.7034068136e+00,1.7034068136e+00,1.7034068136e+00,1.7034068136e+00,1.7034068136e+00,1.7034068136e+00,1.7034068136e+00,1.7034068136e+00,1.7034068136e+00,1.7034068136e+00,
1.8036072144e+00,1.8036072144e+00,1.8036072144e+00,1.8036072144e+00,1.8036072144e+00,1.8036072144e+00,1.8036072144e+00,1.8036072144e+00,1.8036072144e+00,1.8036072144e+00,
1.9038076152e+00,1.9038076152e+00,1.9038076152e+00,1.9038076152e+00,1.9038076152e+00,1.9038076152e+00,1.9038076152e+00,1.9038076152e+00,1.9038076152e+00,1.9038076152e+00,
2.0040080160e+00,2.0040080160e+00,2.0040080160e+00,2.0040080160e+00,2.0040080160e+00,2.0040080160e+00,2.0040080160e+00,2.0040080160e+00,2.0040080160e+00,2.0040080160e+00,
2.1042084168e+00,2.1042084168e+00,2.1042084168e+00,2.1042084168e+00,2.1042084168e+00,2.1042084168e+00,2.1042084168e+00,2.1042084168e+00,2.1042084168e+00,2.1042084168e+00,
2.2044088176e+00,2.2044088176e+00,2.2044088176e+00,2.2044088176e+00,2.2044088176e+00,2.2044088176e+00,2.2044088176e+00,2.2044088176e+00,2.2044088176e+00,2.2044088176e+00,
2.3046092184e+00,2.3046092184e+00,2.3046092184e+00,2.3046092184e+00,2.3046092184e+00,2.3046092184e+00,2.3046092184e+00,2.3046092184e+00,2.3046092184e+00,2.3046092184e+00,
2.4048096192e+00,2.4048096192e+00,2.4048096192e+00,2.4048096192e+00,2.4048096192e+00,2.4048096192e+00,2.4048096192e+00,2.4048096192e+00,2.4048096192e+00,2.4048096192e+00,
2.5050100200e+00,2.5050100200e+00,2.5050100200e+00,2.5050100200e+00,2.5050100200e+00,2.5050100200e+00,2.5050100200e+00,2.5050100200e+00,2.5050100200e+00,2.5050100200e+00,
2.6052104208e+00,2.6052104208e+00,2.6052104208e+00,2.6052104208e+00,2.6052104208e+00,2.6052104208e+00,2.6052104208e+00,2.6052104208e+00,2.6052104208e+00,2.6052104208e+00,
2.7054108216e+00,2.7054108216e+00,2.7054108216e+00,2.7054108216e+00,2.7054108216e+00,2.7054108216e+00,2.7054108216e+00,2.7054108216e+00,2.7054108216e+00,2.7054108216e+00,
2.8056112224e+00,2.8056112224e+00,2.8056112224e+00,2.8056112224e+00,2.8056112224e+00,2.8056112224e+00,2.8056112224e+00,2.8056112224e+00,2.8056112224e+00,2.8056112224e+00,
2.9058116232e+00,2.9058116232e+00,2.9058116232e+00,2.9058116232e+00,2.9058116232e+00,2.9058116232e+00,2.9058116232e+00,2.9058116232e+00,2.9058116232e+00,2.9058116232e+00,
3.0060120240e+00,3.0060120240e+00,3.0060120240e+00,3.0060120240e+00,3.0060120240e+00,3.0060120240e+00,3.0060120240e+00,3.0060120240e+00,3.0060120240e+00,3.0060120240e+00,
3.1062124248e+00,3.1062124248e+00,3.1062124248e+00,3.1062124248e+00,3.1062124248e+00,3.1062124248e+00,3.1062124248e+00,3.1062124248e+00,3.1062124248e+00,3.1062124248e+00,
3.2064128257e+00,3.2064128257e+00,3.2064128257e+00,3.2064128257e+00,3.2064128257e+00,3.2064128257e+00,3.2064128257e+00,3.2064128257e+00,3.2064128257e+00,3.2064128257e+00,
3.3066132265e+00,3.3066132265e+00,3.3066132265e+00,3.3066132265e+00,3.3066132265e+00,3.3066132265e+00,3.3066132265e+00,3.3066132265e+00,3.3066132265e+00,3.3066132265e+00,
3.4068136273e+00,3.4068136273e+00,3.4068136273e+00,3.4068136273e+00,3.4068136273e+00,3.4068136273e+00,3.4068136273e+00,3.4068136273e+00,3.4068136273e+00,3.4068136273e+00,
3.5070140281e+00,3.5070140281e+00,3.5070140281e+00,3.5070140281e+00,3.5070140281e+00,3.5070140281e+00,3.5070140281e+00,3.5070140281e+00,3.5070140281e+00,3.5070140281e+00,
3.6072144289e+00,3.6072144289e+00,3.6072144289e+00,3.6072144289e+00,3.6072144289e+00,3.6072144289e+00,3.6072144289e+00,3.6072144289e+00,3.6072144289e+00,3.6072144289e+00,
3.7074148297e+00,3.7074148297e+00,3.7074148297e+00,3.7074148297e+00,3.7074148297e+00,3.7074148297e+00,3.7074148297e+00,3.7074148297e+00,3.7074148297e+00,3.7074148297e+00,
3.8076152305e+00,3.8076152305e+00,3.8076152305e+00,3.8076152305e+00,3.8076152305e+00,3.8076152305e+00,3.8076152305e+00,3.8076152305e+00,3.8076152305e+00,3.8076152305e+00,
3.9078156313e+00,3.9078156313e+00,3.9078156313e+00,3.9078156313e+00,3.9078156313e+00,3.9078156313e+00,3.9078156313e+00,3.9078156313e+00,3.9078156313e+00,3.9078156313e+00,
4.0080160321e+00,4.0080160321e+00,4.0080160321e+00,4.0080160321e+00,4.0080160321e+00,4.0080160321e+00,4.0080160321e+00,4.0080160321e+00,4.0080160321e+00,4.0080160321e+00,
