4, 
0, 134, 32, 
 4.9680, 4.9435, 4.9707, 4.9510, 4.9338, 4.9112, 4.8858, 4.8567, 4.8235, 4.7855, 4.7433, 4.6955, 4.6485, 4.5753, 4.5733, 2.4503, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9830, 4.9556, 4.9767, 4.9554, 4.9380, 4.9152, 4.8898, 4.8603, 4.8267, 4.7885, 4.7462, 4.6983, 4.6514, 4.5774, 4.5677, 2.4476, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9574, 4.9382, 4.9641, 4.9471, 4.9316, 4.9108, 4.8858, 4.8561, 4.8226, 4.7847, 4.7427, 4.6952, 4.6486, 4.5749, 4.5695, 2.4393, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9512, 4.9338, 4.9609, 4.9447, 4.9290, 4.9083, 4.8839, 4.8551, 4.8219, 4.7840, 4.7416, 4.6937, 4.6469, 4.5731, 4.5684, 2.4384, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9462, 4.9290, 4.9573, 4.9418, 4.9273, 4.9068, 4.8818, 4.8524, 4.8185, 4.7803, 4.7381, 4.6906, 4.6444, 4.5711, 4.5660, 2.4365, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9400, 4.9239, 4.9540, 4.9390, 4.9238, 4.9029, 4.8779, 4.8484, 4.8148, 4.7770, 4.7351, 4.6879, 4.6419, 4.5687, 4.5636, 2.4352, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9338, 4.9184, 4.9492, 4.9343, 4.9188, 4.8981, 4.8731, 4.8438, 4.8105, 4.7729, 4.7314, 4.6844, 4.6388, 4.5660, 4.5615, 2.4339, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9269, 4.9120, 4.9430, 4.9283, 4.9131, 4.8923, 4.8676, 4.8386, 4.8055, 4.7683, 4.7272, 4.6807, 4.6354, 4.5631, 4.5592, 2.4327, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9189, 4.9047, 4.9357, 4.9214, 4.9062, 4.8857, 4.8612, 4.8326, 4.8000, 4.7632, 4.7226, 4.6766, 4.6317, 4.5598, 4.5563, 2.4317, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9100, 4.8965, 4.9273, 4.9136, 4.8985, 4.8782, 4.8541, 4.8260, 4.7939, 4.7576, 4.7174, 4.6719, 4.6275, 4.5560, 4.5530, 2.4307, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
 4.9001, 4.8873, 4.9180, 4.9047, 4.8899, 4.8700, 4.8464, 4.8188, 4.7872, 4.7514, 4.7117, 4.6667, 4.6228, 4.5518, 4.5492, 2.4299, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 1.1594, 
