2, 
0, 135, 33, 
-5.0000000000e-01,-5.0637569957e-01,-5.1283269823e-01,-5.1937203266e-01,-5.2599475275e-01,-5.3270192179e-01,-5.3949461662e-01,-5.4637392782e-01,-5.5334095985e-01,-5.6039683129e-01,-5.6754267497e-01,-5.7477963815e-01,-5.8210888273e-01,-5.8953158544e-01,-5.9704893799e-01,-6.0466214731e-01,-6.1237243570e-01,-6.2018104105e-01,-6.2808921704e-01,-6.3609823335e-01,-6.4420937581e-01,-6.5242394670e-01,-6.6074326485e-01,-6.6916866595e-01,-6.7770150271e-01,-6.8634314507e-01,-6.9509498046e-01,-7.0395841400e-01,-7.1293486872e-01,-7.2202578579e-01,-7.3123262478e-01,-7.4055686384e-01,-7.5000000000e-01,
-4.9996564696e-01,-5.0634145206e-01,-5.1279856454e-01,-5.1933802125e-01,-5.2596087229e-01,-5.3266818116e-01,-5.3946102488e-01,-5.4634049426e-01,-5.5330769397e-01,-5.6036374281e-01,-5.6750977381e-01,-5.7474693447e-01,-5.8207638693e-01,-5.8949930812e-01,-5.9701689002e-01,-6.0463033979e-01,-6.1234087996e-01,-6.2014974869e-01,-6.2805819992e-01,-6.3606750356e-01,-6.4417894574e-01,-6.5239382898e-01,-6.6071347240e-01,-6.6913921196e-01,-6.7767240065e-01,-6.8631440871e-01,-6.9506662386e-01,-7.0393045152e-01,-7.1290731502e-01,-7.2199865585e-01,-7.3120593387e-01,-7.4053062759e-01,-7.4997423433e-01,
-4.9986259255e-01,-5.0623871391e-01,-5.1269616747e-01,-5.1923599068e-01,-5.2585923423e-01,-5.3256696220e-01,-5.3936025227e-01,-5.4624019583e-01,-5.5320789822e-01,-5.6026447886e-01,-5.6741107147e-01,-5.7464882422e-01,-5.8197889992e-01,-5.8940247622e-01,-5.9692074578e-01,-6.0453491651e-01,-6.1224621167e-01,-6.2005587018e-01,-6.2796514672e-01,-6.3597531200e-01,-6.4408765294e-01,-6.5230347285e-01,-6.6062409169e-01,-6.6905084625e-01,-6.7758509037e-01,-6.8622819516e-01,-6.9498154922e-01,-7.0384655885e-01,-7.1282464832e-01,-7.2191726004e-01,-7.3112585482e-01,-7.4045191212e-01,-7.4989693025e-01,
-4.9969085095e-01,-5.0606749824e-01,-5.1252551911e-01,-5.1906595197e-01,-5.2568984851e-01,-5.3239827382e-01,-5.3919230658e-01,-5.4607303924e-01,-5.5304157821e-01,-5.6009904399e-01,-5.6724657140e-01,-5.7448530973e-01,-5.8181642293e-01,-5.8924108982e-01,-5.9676050426e-01,-6.0437587534e-01,-6.1208842757e-01,-6.1989940111e-01,-6.2781005193e-01,-6.3582165202e-01,-6.4393548962e-01,-6.5215286941e-01,-6.6047511269e-01,-6.6890355766e-01,-6.7743955957e-01,-6.8608449098e-01,-6.9483974196e-01,-7.0370672032e-01,-7.1268685182e-01,-7.2178158044e-01,-7.3099236858e-01,-7.4032069728e-01,-7.4976806651e-01,
-4.9945044574e-01,-5.0582782691e-01,-5.1228663956e-01,-5.1882792348e-01,-5.2545273172e-01,-5.3216213079e-01,-5.3895720082e-01,-5.4583903571e-01,-5.5280874335e-01,-5.5986744577e-01,-5.6701627932e-01,-5.7425639488e-01,-5.8158895800e-01,-5.8901514913e-01,-5.9653616378e-01,-6.0415321274e-01,-6.1186752224e-01,-6.1968033420e-01,-6.2759290636e-01,-6.3560651255e-01,-6.4372244285e-01,-6.5194200381e-01,-6.6026651867e-01,-6.6869732757e-01,-6.7723578775e-01,-6.8588327380e-01,-6.9464117783e-01,-7.0351090976e-01,-7.1249389750e-01,-7.2159158718e-01,-7.3080544340e-01,-7.4013694949e-01,-7.4958760768e-01,
-4.9914140997e-01,-5.0551973053e-01,-5.1197955700e-01,-5.1852193090e-01,-5.2514790708e-01,-5.3185855385e-01,-5.3865495319e-01,-5.4553820089e-01,-5.5250940676e-01,-5.5956969476e-01,-5.6672020325e-01,-5.7396208511e-01,-5.8129650797e-01,-5.8872465437e-01,-5.9624772197e-01,-6.0386692372e-01,-6.1158348808e-01,-6.1939865921e-01,-6.2731369716e-01,-6.3532987809e-01,-6.4344849447e-01,-6.5167085526e-01,-6.5999828619e-01,-6.6843212990e-01,-6.7697374618e-01,-6.8562451223e-01,-6.9438582283e-01,-7.0325909057e-01,-7.1224574611e-01,-7.2134723838e-01,-7.3056503484e-01,-7.3990062169e-01,-7.4935550412e-01,
-4.9876378609e-01,-5.0514324844e-01,-5.1160430760e-01,-5.1814800726e-01,-5.2477540442e-01,-5.3148756963e-01,-5.3828558711e-01,-5.4517055496e-01,-5.5214358533e-01,-5.5920580458e-01,-5.6635835348e-01,-5.7360238741e-01,-5.8093907651e-01,-5.8836960588e-01,-5.9589517580e-01,-6.0351700188e-01,-6.1123631530e-01,-6.1905436298e-01,-6.2697240777e-01,-6.3499172869e-01,-6.4311362113e-01,-6.5133939702e-01,-6.5967038510e-01,-6.6810793109e-01,-6.7665339791e-01,-6.8530816594e-01,-6.9407363321e-01,-7.0295121560e-01,-7.1194234715e-01,-7.2104848019e-01,-7.3027108567e-01,-7.3961165334e-01,-7.4907169198e-01,
-4.9831762600e-01,-5.0469842871e-01,-5.1116093562e-01,-5.1770619292e-01,-5.2433526021e-01,-5.3104921066e-01,-5.3784913116e-01,-5.4473612253e-01,-5.5171129969e-01,-5.5877579183e-01,-5.6593074261e-01,-5.7317731031e-01,-5.8051666807e-01,-5.8795000402e-01,-5.9547852154e-01,-6.0310343939e-01,-6.1082599195e-01,-6.1864742940e-01,-6.2656901793e-01,-6.3459203994e-01,-6.4271779427e-01,-6.5094759636e-01,-6.5928277852e-01,-6.6772469010e-01,-6.7627469774e-01,-6.8493418557e-01,-6.9370455546e-01,-7.0258722723e-01,-7.1158363884e-01,-7.2069524672e-01,-7.2992352592e-01,-7.3926997037e-01,-7.4873609314e-01,
-4.9780299101e-01,-5.0418532815e-01,-5.1064949330e-01,-5.1719653557e-01,-5.2382751754e-01,-5.3054351539e-01,-5.3734561912e-01,-5.4423493269e-01,-5.5121257422e-01,-5.5827967616e-01,-5.6543738549e-01,-5.7268686388e-01,-5.8002928790e-01,-5.8746584922e-01,-5.9499775476e-01,-6.0262622694e-01,-6.1035250384e-01,-6.1817783941e-01,-6.2610350369e-01,-6.3413078298e-01,-6.4226098011e-01,-6.5049541458e-01,-6.5883542281e-01,-6.6728235837e-01,-6.7583759218e-01,-6.8450251272e-01,-6.9327852630e-01,-7.0216705724e-01,-7.1116954812e-01,-7.2028746003e-01,-7.2952227277e-01,-7.3887548515e-01,-7.4834861515e-01,
-4.9721995183e-01,-5.0360401228e-01,-5.1007004093e-01,-5.1661909022e-01,-5.2325222610e-01,-5.2997052819e-01,-5.3677508998e-01,-5.4366701901e-01,-5.5064743703e-01,-5.5771748020e-01,-5.6487829926e-01,-5.7213105972e-01,-5.7947694207e-01,-5.8691714195e-01,-5.9445287035e-01,-6.0208535381e-01,-6.0981583461e-01,-6.1764557100e-01,-6.2557583736e-01,-6.3360792446e-01,-6.4174313962e-01,-6.4998280695e-01,-6.5832826758e-01,-6.6678087982e-01,-6.7534201947e-01,-6.8401307995e-01,-6.9279547260e-01,-7.0169062686e-01,-7.1069999054e-01,-7.1982503004e-01,-7.2906723057e-01,-7.3842809643e-01,-7.4790915121e-01,
